CustomerId,Amount_Mean,Amount_Std,Amount_Sum,Transaction_Count,Top_ProductCategory,Top_ChannelId,is_high_risk
CustomerId_1043,2333.3333333333335,6976.14984548545,14000.0,6,airtime,ChannelId_2,1
CustomerId_1044,1365.53125,2064.1874064527988,21848.5,16,financial_services,ChannelId_3,1
CustomerId_1048,1000.0,,1000.0,1,financial_services,ChannelId_3,1
CustomerId_1050,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1052,8128.571428571428,18504.47822246589,56900.0,7,financial_services,ChannelId_3,0
CustomerId_1053,1969.7142857142858,1911.4446294435452,13788.0,7,financial_services,ChannelId_3,1
CustomerId_1054,3057.6923076923076,6112.9647232247835,159000.0,52,airtime,ChannelId_3,0
CustomerId_1055,1170.0,1338.6560424545207,5850.0,5,financial_services,ChannelId_3,1
CustomerId_1056,1375.0,1108.6778913041726,5500.0,4,financial_services,ChannelId_3,1
CustomerId_1057,2252.0,3886.258869401265,4504.0,2,financial_services,ChannelId_2,1
CustomerId_1058,476.37931034482756,597.271917841752,13815.0,29,financial_services,ChannelId_3,0
CustomerId_1059,4444.444444444444,6463.573143221772,40000.0,9,financial_services,ChannelId_3,0
CustomerId_1063,1110.4166666666667,1608.6590383033788,13325.0,12,financial_services,ChannelId_3,0
CustomerId_1064,4563.0952380952385,6424.71627468643,191650.0,42,financial_services,ChannelId_3,0
CustomerId_1068,500.0,,500.0,1,airtime,ChannelId_3,1
CustomerId_1070,5000.0,,5000.0,1,financial_services,ChannelId_3,0
CustomerId_1071,33755.71428571428,57242.85162275515,236290.0,7,financial_services,ChannelId_3,0
CustomerId_1073,1000.0,,1000.0,1,airtime,ChannelId_3,1
CustomerId_1074,3641.304347826087,5656.405458001928,167500.0,46,financial_services,ChannelId_3,0
CustomerId_1078,3166.6666666666665,7626.707459098367,19000.0,6,airtime,ChannelId_2,1
CustomerId_1079,20000.0,,20000.0,1,airtime,ChannelId_3,1
CustomerId_1080,5000.0,,5000.0,1,financial_services,ChannelId_3,0
CustomerId_1081,750.0,353.5533905932738,1500.0,2,airtime,ChannelId_3,0
CustomerId_1082,3800.0,6685.805860178712,19000.0,5,financial_services,ChannelId_3,1
CustomerId_1083,500.0,,500.0,1,airtime,ChannelId_3,0
CustomerId_1084,10000.0,,10000.0,1,financial_services,ChannelId_3,1
CustomerId_1085,725.0,1517.3990905493517,2900.0,4,financial_services,ChannelId_2,1
CustomerId_1086,2424.25,4114.986567610265,77576.0,32,financial_services,ChannelId_3,0
CustomerId_1087,4444.444444444444,6463.573143221772,40000.0,9,financial_services,ChannelId_3,0
CustomerId_1089,1116.1282894736842,1695.0127365720368,169651.5,152,financial_services,ChannelId_3,0
CustomerId_1091,1500.0,707.1067811865476,3000.0,2,airtime,ChannelId_3,0
CustomerId_1092,4062.5,5801.9393309478855,65000.0,16,airtime,ChannelId_3,0
CustomerId_1093,774.9090909090909,1912.920128366163,42620.0,55,airtime,ChannelId_3,0
CustomerId_1094,4637.142857142857,9189.939633979675,32460.0,7,financial_services,ChannelId_3,0
CustomerId_1095,443.1818181818182,764.5334287239268,4875.0,11,financial_services,ChannelId_3,0
CustomerId_1096,2486.2576530612246,17819.372756509856,1949226.0,784,airtime,ChannelId_3,0
CustomerId_1098,20000.0,,20000.0,1,financial_services,ChannelId_3,0
CustomerId_1099,686.6666666666666,843.8601779915912,6180.0,9,financial_services,ChannelId_3,0
CustomerId_1101,6666.666666666667,5873.670062235366,60000.0,9,financial_services,ChannelId_3,1
CustomerId_1102,4285.714285714285,6169.759644097497,60000.0,14,airtime,ChannelId_3,0
CustomerId_1103,30000.0,,30000.0,1,financial_services,ChannelId_3,1
CustomerId_1104,4000.0,9321.420969406376,40000.0,10,financial_services,ChannelId_2,0
CustomerId_1105,500.0,,500.0,1,airtime,ChannelId_3,0
CustomerId_1106,10000.0,,10000.0,1,financial_services,ChannelId_3,1
CustomerId_1108,3571.4285714285716,8741.715073003834,50000.0,14,airtime,ChannelId_2,0
CustomerId_1109,4975.0,6193.718015630262,39800.0,8,financial_services,ChannelId_3,1
CustomerId_1112,3333.3333333333335,6088.2400303098,20000.0,6,airtime,ChannelId_3,0
CustomerId_1113,1291.304347826087,3184.930860313962,29700.0,23,airtime,ChannelId_3,1
CustomerId_1114,928.5087719298245,963.8325492311376,52925.0,57,airtime,ChannelId_3,0
CustomerId_1116,745.0,1039.2717230280607,5960.0,8,airtime,ChannelId_3,0
CustomerId_1117,4000.0,,4000.0,1,financial_services,ChannelId_3,1
CustomerId_1118,2916.6666666666665,6412.736421045005,70000.0,24,airtime,ChannelId_3,0
CustomerId_1119,778.5714285714286,410.13934914158835,5450.0,7,airtime,ChannelId_3,0
CustomerId_1120,980.0,1442.497833620557,1960.0,2,airtime,ChannelId_2,1
CustomerId_1121,1728.1457142857143,2428.372158867315,12097.02,7,airtime,ChannelId_3,0
CustomerId_1122,1850000.0,,1850000.0,1,financial_services,ChannelId_3,1
CustomerId_1123,1000.0,,1000.0,1,airtime,ChannelId_3,1
CustomerId_1124,3166.6666666666665,7626.707459098367,19000.0,6,airtime,ChannelId_2,0
CustomerId_1125,5000.0,,5000.0,1,financial_services,ChannelId_3,0
CustomerId_1127,2490.135135135135,2946.553053637062,92135.0,37,financial_services,ChannelId_3,0
CustomerId_1129,500.0,0.0,1000.0,2,airtime,ChannelId_3,1
CustomerId_1130,990.0,1833.1393836803572,3960.0,4,airtime,ChannelId_2,1
CustomerId_1131,1504.5454545454545,2194.9321795279398,16550.0,11,financial_services,ChannelId_3,0
CustomerId_1134,375.55555555555554,430.80915470516385,3380.0,9,airtime,ChannelId_3,0
CustomerId_1135,5071.428571428572,10547.561043011032,71000.0,14,airtime,ChannelId_3,0
CustomerId_1137,4000.0,8911.199340392432,80000.0,20,airtime,ChannelId_2,1
CustomerId_1140,1250.0,3269.174207655505,3750.0,3,financial_services,ChannelId_2,1
CustomerId_1141,2968.673469387755,5077.606347925152,145465.0,49,airtime,ChannelId_3,0
CustomerId_1145,2375.0,1887.4586088176875,9500.0,4,financial_services,ChannelId_3,1
CustomerId_1146,3166.6666666666665,7626.707459098367,19000.0,6,airtime,ChannelId_2,1
CustomerId_1147,4444.444444444444,5843.268849682788,80000.0,18,airtime,ChannelId_3,0
CustomerId_1150,1000.0,0.0,2000.0,2,airtime,ChannelId_3,1
CustomerId_1153,3000.0,,3000.0,1,financial_services,ChannelId_3,1
CustomerId_1154,608.3333333333334,846.869234297716,5475.0,9,airtime,ChannelId_3,0
CustomerId_1156,4044.086956521739,8121.07295048366,1488224.0,368,financial_services,ChannelId_3,0
CustomerId_1158,3750.0,7094.061903149301,30000.0,8,airtime,ChannelId_2,1
CustomerId_1159,4000.0,6745.368781616021,20000.0,5,financial_services,ChannelId_3,0
CustomerId_1160,3259.3333333333335,6929.972651632974,48890.0,15,airtime,ChannelId_3,0
CustomerId_1161,2500.0,,2500.0,1,financial_services,ChannelId_3,0
CustomerId_1162,637.8571428571429,1176.4277040503353,4465.0,7,financial_services,ChannelId_3,0
CustomerId_1163,3571.4285714285716,7303.4689936125105,50000.0,14,airtime,ChannelId_3,0
CustomerId_1164,3166.6666666666665,7626.707459098367,19000.0,6,airtime,ChannelId_2,1
CustomerId_1165,10800.0,14515.508947329405,54000.0,5,financial_services,ChannelId_3,1
CustomerId_1170,5948.555555555556,14101.364348768951,107074.0,18,utility_bill,ChannelId_3,0
CustomerId_1171,654.1666666666666,1373.9010760119036,3925.0,6,financial_services,ChannelId_3,1
CustomerId_1172,2806.6630952380956,4417.996239581807,235759.7,84,financial_services,ChannelId_3,0
CustomerId_1174,1000.0,,1000.0,1,airtime,ChannelId_3,1
CustomerId_1175,37106.64937759336,359409.4007452866,8942702.5,241,financial_services,ChannelId_3,0
CustomerId_1177,7219.5,12439.0,28878.0,4,financial_services,ChannelId_3,0
CustomerId_1179,300.0,1539.4804318340653,900.0,3,financial_services,ChannelId_2,0
CustomerId_1180,2140.3880597014927,3254.1012488914794,143406.0,67,airtime,ChannelId_3,0
CustomerId_1182,2500.0,6757.711644237764,10000.0,4,airtime,ChannelId_2,0
CustomerId_1183,2504.1666666666665,5054.265016096918,45075.0,18,airtime,ChannelId_3,0
CustomerId_1184,1000.0,,1000.0,1,financial_services,ChannelId_3,1
CustomerId_1186,1475.0,2665.0515942472857,5900.0,4,financial_services,ChannelId_2,1
CustomerId_1187,5571.428571428572,9431.456989902512,39000.0,7,financial_services,ChannelId_3,1
CustomerId_1189,1500.0,707.1067811865476,3000.0,2,financial_services,ChannelId_3,1
CustomerId_1190,5333.333333333333,6183.695920571712,80000.0,15,financial_services,ChannelId_3,0
CustomerId_1191,3416.6666666666665,6200.134407145273,20500.0,6,airtime,ChannelId_3,0
CustomerId_1192,1889.3181818181818,3086.743659222275,41565.0,22,airtime,ChannelId_3,0
CustomerId_1193,2250.0,6601.767440112787,9000.0,4,airtime,ChannelId_2,1
CustomerId_1194,2250.0,6601.767440112787,9000.0,4,airtime,ChannelId_2,1
CustomerId_1195,3166.6666666666665,6047.037842337905,19000.0,6,airtime,ChannelId_3,1
CustomerId_1196,3166.6666666666665,6266.31204670392,19000.0,6,airtime,ChannelId_2,1
CustomerId_1197,2250.0,6601.767440112787,9000.0,4,airtime,ChannelId_2,1
CustomerId_1198,2250.0,6601.767440112787,9000.0,4,airtime,ChannelId_2,1
CustomerId_1200,2250.0,6601.767440112787,9000.0,4,airtime,ChannelId_2,1
CustomerId_1201,3135.9393063583816,8880.120804886395,542517.5,173,airtime,ChannelId_3,0
CustomerId_1202,4482.758620689655,6598.813148996527,130000.0,29,airtime,ChannelId_3,0
CustomerId_1203,856.2222222222222,1996.2786844172297,38530.0,45,airtime,ChannelId_3,0
CustomerId_1204,2250.0,6601.767440112787,9000.0,4,airtime,ChannelId_2,1
CustomerId_1208,2196.6666666666665,3365.0334322261942,19770.0,9,financial_services,ChannelId_3,1
CustomerId_1209,5000.0,6511.528238439882,30000.0,6,financial_services,ChannelId_3,0
CustomerId_1210,8333.333333333334,25181.01136438593,25000.0,3,tv,ChannelId_3,1
CustomerId_1211,100000.0,0.0,200000.0,2,financial_services,ChannelId_3,1
CustomerId_1212,2294.1176470588234,4928.992111506582,39000.0,17,financial_services,ChannelId_3,1
CustomerId_1214,2382.3863636363635,5690.768175619785,104825.0,44,financial_services,ChannelId_3,0
CustomerId_1215,1000.0,,1000.0,1,airtime,ChannelId_3,1
CustomerId_1217,3222.222222222222,6255.553088612104,29000.0,9,airtime,ChannelId_3,1
CustomerId_1218,1931.3194444444443,1964.8128235863244,139055.0,72,airtime,ChannelId_3,0
CustomerId_1219,641.6666666666666,841.080654079421,3850.0,6,financial_services,ChannelId_2,0
CustomerId_1220,3076.923076923077,5488.040610599537,40000.0,13,airtime,ChannelId_3,0
CustomerId_1221,4000.0,6745.368781616021,20000.0,5,financial_services,ChannelId_3,0
CustomerId_1222,1844.0,7714.81533685792,82980.0,45,financial_services,ChannelId_3,0
CustomerId_1223,7166.666666666667,11116.804097101529,21500.0,3,financial_services,ChannelId_3,0
CustomerId_1224,10000.0,,10000.0,1,financial_services,ChannelId_3,0
CustomerId_1225,1000.0,,1000.0,1,financial_services,ChannelId_3,0
CustomerId_1226,1337.5,2290.4693842092715,10700.0,8,financial_services,ChannelId_2,1
CustomerId_1227,2816.6769230769232,3686.5900224796023,73233.6,26,financial_services,ChannelId_3,0
CustomerId_1228,4000.0,6745.368781616021,20000.0,5,financial_services,ChannelId_3,0
CustomerId_1231,2000.0,,2000.0,1,airtime,ChannelId_3,1
CustomerId_1232,5000.0,,5000.0,1,financial_services,ChannelId_3,0
CustomerId_1233,1000.0,,1000.0,1,airtime,ChannelId_3,0
CustomerId_1234,3333.3333333333335,7270.404932243312,40000.0,12,airtime,ChannelId_2,1
CustomerId_1235,3166.6666666666665,6104.643041707408,19000.0,6,airtime,ChannelId_3,1
CustomerId_1236,1095.625,2169.185886620666,8765.0,8,financial_services,ChannelId_2,1
CustomerId_1237,1000.0,,1000.0,1,airtime,ChannelId_3,0
CustomerId_1238,4000.0,6745.368781616021,20000.0,5,financial_services,ChannelId_3,0
CustomerId_1240,5666.666666666667,7527.72652709081,34000.0,6,airtime,ChannelId_3,1
CustomerId_1241,4285.714285714285,6102.302453836194,30000.0,7,financial_services,ChannelId_3,0
CustomerId_1242,5542.789473684211,9263.462969135824,842504.0,152,financial_services,ChannelId_3,0
CustomerId_1244,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1245,4655.172413793103,6136.98310054335,135000.0,29,airtime,ChannelId_3,0
CustomerId_1246,4157.894736842105,6048.536626460769,79000.0,19,airtime,ChannelId_3,0
CustomerId_1247,4615.384615384615,9197.26826779254,60000.0,13,airtime,ChannelId_3,0
CustomerId_1250,2424.539010989011,4614.518775738537,661899.15,273,financial_services,ChannelId_3,0
CustomerId_1252,4210.526315789473,6058.317949255305,80000.0,19,airtime,ChannelId_3,0
CustomerId_1253,4000.0,6745.368781616021,20000.0,5,financial_services,ChannelId_3,0
CustomerId_1256,3333.3333333333335,7814.516406449389,20000.0,6,airtime,ChannelId_2,0
CustomerId_1257,1418.75,1903.8359901190877,17025.0,12,financial_services,ChannelId_3,0
CustomerId_1258,4285.714285714285,6163.448323633065,30000.0,7,financial_services,ChannelId_3,0
CustomerId_1259,1075.84375,1617.5299246974278,17213.5,16,airtime,ChannelId_3,1
CustomerId_1260,4444.444444444444,6463.573143221772,40000.0,9,financial_services,ChannelId_3,0
CustomerId_1262,1115.5555555555557,791.5034919555173,10040.0,9,financial_services,ChannelId_3,0
CustomerId_1263,3800.0,6685.805860178712,19000.0,5,financial_services,ChannelId_3,1
CustomerId_1265,2582.4742268041236,4735.234238514465,250500.0,97,financial_services,ChannelId_3,0
CustomerId_1266,473.5,476.74085424396253,9470.0,20,airtime,ChannelId_3,0
CustomerId_1268,1000000.0,,1000000.0,1,financial_services,ChannelId_3,0
CustomerId_1269,666.6666666666666,3785.9388972001825,2000.0,3,financial_services,ChannelId_2,1
CustomerId_1270,1542.5454545454545,1915.43306282987,50904.0,33,financial_services,ChannelId_3,0
CustomerId_1271,925.0,503.7360419902471,5550.0,6,financial_services,ChannelId_3,0
CustomerId_1272,1500.0,866.0254037844386,4500.0,3,financial_services,ChannelId_3,1
CustomerId_1273,3166.6666666666665,7626.707459098367,19000.0,6,airtime,ChannelId_2,1
CustomerId_1274,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1275,2814.8478260869565,9503.242723171974,712156.5,253,financial_services,ChannelId_3,0
CustomerId_1276,6761.627906976744,21603.4755842374,581500.0,86,financial_services,ChannelId_3,0
CustomerId_1277,2681.8333333333335,7224.056208761435,160910.0,60,financial_services,ChannelId_3,0
CustomerId_1279,4142.857142857143,7425.823667638301,29000.0,7,airtime,ChannelId_3,1
CustomerId_1280,2390.9772727272725,3286.966782214027,105203.0,44,airtime,ChannelId_3,0
CustomerId_1281,6000.0,9098.806287753849,180000.0,30,financial_services,ChannelId_3,0
CustomerId_1282,10000.0,,10000.0,1,airtime,ChannelId_3,0
CustomerId_1283,942.3684210526316,382.45685457844144,17905.0,19,airtime,ChannelId_3,1
CustomerId_1285,737.5,525.0,2950.0,4,airtime,ChannelId_3,1
CustomerId_1286,2652.464285714286,3371.4044631626152,74269.0,28,financial_services,ChannelId_3,0
CustomerId_1287,4142.857142857143,7425.823667638301,29000.0,7,airtime,ChannelId_3,1
CustomerId_1288,1169.2857142857142,837.3260029193141,16370.0,14,financial_services,ChannelId_3,0
CustomerId_1294,5348.166666666667,6787.470031185584,64178.0,12,financial_services,ChannelId_3,0
CustomerId_1295,6143.333333333333,6625.676964514286,92150.0,15,financial_services,ChannelId_3,1
CustomerId_1297,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1298,20399.0,43873.992044202416,407980.0,20,airtime,ChannelId_3,0
CustomerId_1299,6021.666666666667,14360.298743410596,216780.0,36,financial_services,ChannelId_2,0
CustomerId_1300,3333.3333333333335,6088.2400303098,20000.0,6,airtime,ChannelId_3,0
CustomerId_1301,5000.0,6240.28656958863,90000.0,18,financial_services,ChannelId_3,0
CustomerId_1302,430015.8333333333,1235636.027663308,7740285.0,18,financial_services,ChannelId_3,0
CustomerId_1303,4761.9047619047615,6268.211562357815,100000.0,21,financial_services,ChannelId_3,0
CustomerId_1304,50000.0,0.0,150000.0,3,airtime,ChannelId_3,0
CustomerId_1306,1014.0983606557377,1984.3446668435909,61860.0,61,financial_services,ChannelId_3,1
CustomerId_1307,14920.588235294117,32368.421430189534,253650.0,17,airtime,ChannelId_3,0
CustomerId_1308,9903.866666666667,25991.4281745421,148558.0,15,airtime,ChannelId_3,0
CustomerId_1310,10000.0,,10000.0,1,financial_services,ChannelId_3,0
CustomerId_1311,1264.8484848484848,1393.6521741725078,41740.0,33,financial_services,ChannelId_3,0
CustomerId_1312,1000.0,,1000.0,1,financial_services,ChannelId_3,0
CustomerId_1313,3166.6666666666665,7626.707459098367,19000.0,6,airtime,ChannelId_2,1
CustomerId_1316,15000.0,7071.067811865475,30000.0,2,financial_services,ChannelId_3,0
CustomerId_1317,4500.0,6186.903731090195,45000.0,10,airtime,ChannelId_3,0
CustomerId_1318,712.2857142857143,1130.3754117232786,4986.0,7,financial_services,ChannelId_3,1
CustomerId_1320,5000.0,0.0,10000.0,2,movies,ChannelId_3,1
CustomerId_1321,30000.0,28284.2712474619,60000.0,2,airtime,ChannelId_3,1
CustomerId_1322,491.6666666666667,842.8621872326856,2950.0,6,financial_services,ChannelId_3,1
CustomerId_1323,4000.0,6020.797289396148,60000.0,15,airtime,ChannelId_3,0
CustomerId_1324,14993.244444444445,35146.98168933866,674696.0,45,financial_services,ChannelId_3,0
CustomerId_1325,8256.0,10833.867268893413,41280.0,5,tv,ChannelId_3,1
CustomerId_1326,4333.333333333333,1154.7005383792514,13000.0,3,airtime,ChannelId_3,1
CustomerId_1328,1000.0,,1000.0,1,airtime,ChannelId_3,0
CustomerId_1329,4571.428571428572,8263.517065131184,32000.0,7,airtime,ChannelId_3,0
CustomerId_1330,5714.285714285715,9516.902257112266,40000.0,7,financial_services,ChannelId_3,0
CustomerId_1331,5500.0,5916.079783099616,66000.0,12,airtime,ChannelId_3,0
CustomerId_1332,1500.0,707.1067811865476,3000.0,2,airtime,ChannelId_3,1
CustomerId_1335,1777.4203539823009,4404.376749004483,200848.5,113,financial_services,ChannelId_3,0
CustomerId_1338,11000.0,12727.922061357855,22000.0,2,financial_services,ChannelId_3,1
CustomerId_1339,3800.0,6685.805860178712,19000.0,5,financial_services,ChannelId_3,1
CustomerId_1341,1960.0,2140.1869077255847,21560.0,11,financial_services,ChannelId_3,1
CustomerId_1343,1000.0,,1000.0,1,airtime,ChannelId_3,1
CustomerId_1349,1142.857142857143,377.9644730092272,8000.0,7,airtime,ChannelId_3,1
CustomerId_1351,6340.0,14258.721641758173,95100.0,15,airtime,ChannelId_3,1
CustomerId_1353,2000000.0,,2000000.0,1,financial_services,ChannelId_3,0
CustomerId_1355,2000.0,0.0,10000.0,5,financial_services,ChannelId_3,1
CustomerId_1356,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1357,100.0,,100.0,1,airtime,ChannelId_3,0
CustomerId_1358,325.0,986.6610360199697,1950.0,6,financial_services,ChannelId_2,0
CustomerId_1359,4444.444444444444,6463.573143221772,40000.0,9,financial_services,ChannelId_3,0
CustomerId_1360,10000.0,,10000.0,1,financial_services,ChannelId_3,1
CustomerId_1361,1166.6666666666667,2260.530911091463,10500.0,9,airtime,ChannelId_3,1
CustomerId_1362,4000.0,7156.153038874272,80000.0,20,airtime,ChannelId_3,0
CustomerId_1363,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1365,4625.0,6209.87117418711,18500.0,4,financial_services,ChannelId_1,0
CustomerId_1366,180.0,843.0599029724993,900.0,5,financial_services,ChannelId_2,0
CustomerId_1367,3333.3333333333335,6088.2400303098,20000.0,6,airtime,ChannelId_3,0
CustomerId_1369,3166.6666666666665,7626.707459098367,19000.0,6,airtime,ChannelId_2,1
CustomerId_1370,16121.42857142857,23193.818449873972,112850.0,7,airtime,ChannelId_3,1
CustomerId_1372,500.0,,500.0,1,financial_services,ChannelId_3,0
CustomerId_1373,10000.0,,10000.0,1,financial_services,ChannelId_3,1
CustomerId_1375,10000.0,8660.254037844386,30000.0,3,financial_services,ChannelId_3,0
CustomerId_1376,110000.0,127279.22061357855,220000.0,2,financial_services,ChannelId_3,1
CustomerId_1378,3846.153846153846,8060.667402539258,50000.0,13,airtime,ChannelId_3,0
CustomerId_1379,1000.0,,1000.0,1,airtime,ChannelId_3,1
CustomerId_1380,4000.0,7262.013639842819,80000.0,20,airtime,ChannelId_3,0
CustomerId_1381,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1382,649.75,897.6262189504986,12995.0,20,financial_services,ChannelId_3,0
CustomerId_1384,2333.3333333333335,577.3502691896258,7000.0,3,financial_services,ChannelId_3,0
CustomerId_1385,50000.0,,50000.0,1,financial_services,ChannelId_3,0
CustomerId_1386,1000.0,,1000.0,1,airtime,ChannelId_3,1
CustomerId_1387,608.3333333333334,769.1755883504661,21900.0,36,financial_services,ChannelId_3,0
CustomerId_1389,100000.0,,100000.0,1,financial_services,ChannelId_3,1
CustomerId_1390,500.0,,500.0,1,airtime,ChannelId_3,0
CustomerId_1392,2252.0,2489.4818738042663,11260.0,5,financial_services,ChannelId_2,1
CustomerId_1393,100.0,7212.489168102785,200.0,2,airtime,ChannelId_3,1
CustomerId_1394,10000.0,,10000.0,1,financial_services,ChannelId_3,1
CustomerId_1395,4000.0,6745.368781616021,20000.0,5,financial_services,ChannelId_3,0
CustomerId_1396,4257.142857142857,6127.222628798234,29800.0,7,airtime,ChannelId_3,1
CustomerId_1397,680.0,1369.8033111038646,6800.0,10,financial_services,ChannelId_2,0
CustomerId_1398,5041.186046511628,10694.189856125065,216771.0,43,financial_services,ChannelId_3,0
CustomerId_1400,500.0,,500.0,1,airtime,ChannelId_3,1
CustomerId_1402,1660.0,2166.4717861075414,9960.0,6,airtime,ChannelId_3,0
CustomerId_1404,2000.0,0.0,4000.0,2,financial_services,ChannelId_3,0
CustomerId_1406,245.0,360.62445840513925,490.0,2,airtime,ChannelId_2,1
CustomerId_1407,4776.666666666667,6531.834261792732,85980.0,18,financial_services,ChannelId_3,0
CustomerId_1408,1000.0,,1000.0,1,financial_services,ChannelId_3,1
CustomerId_1409,1245.375,1915.7042935216775,29889.0,24,airtime,ChannelId_3,0
CustomerId_1410,4230.7692307692305,5035.7694902541325,55000.0,13,financial_services,ChannelId_3,0
CustomerId_1411,1166.6666666666667,408.24829046386304,7000.0,6,financial_services,ChannelId_3,0
CustomerId_1413,3509.7028571428573,6719.642394025806,491358.4,140,financial_services,ChannelId_3,0
CustomerId_1414,2500.0,6757.711644237764,10000.0,4,airtime,ChannelId_2,0
CustomerId_1415,409.09615384615387,1649.0091767734211,21273.0,52,airtime,ChannelId_3,0
CustomerId_1417,3500.0,2121.3203435596424,7000.0,2,financial_services,ChannelId_3,1
CustomerId_1418,3500.0,,3500.0,1,airtime,ChannelId_3,0
CustomerId_1419,3802.777777777778,5534.782691709264,34225.0,9,financial_services,ChannelId_3,0
CustomerId_1420,1185.0,1680.2513039555852,11850.0,10,financial_services,ChannelId_3,1
CustomerId_1421,2981.0,6228.605069444611,29810.0,10,financial_services,ChannelId_3,0
CustomerId_1422,4666.666666666667,7252.153703096296,14000.0,3,financial_services,ChannelId_3,1
CustomerId_1423,597.1428571428571,883.2843306609763,8360.0,14,airtime,ChannelId_3,1
CustomerId_1424,4000.0,6745.368781616021,20000.0,5,financial_services,ChannelId_3,0
CustomerId_1425,1635.8333333333333,5203.837251765003,58890.0,36,financial_services,ChannelId_2,0
CustomerId_1426,10000.0,,10000.0,1,financial_services,ChannelId_3,1
CustomerId_1427,4000.0,7655.424040598882,120000.0,30,airtime,ChannelId_3,1
CustomerId_1429,5045.555555555556,9732.19999924975,181640.0,36,airtime,ChannelId_3,0
CustomerId_1431,5000.0,,5000.0,1,financial_services,ChannelId_3,1
CustomerId_1432,2000.0,,2000.0,1,airtime,ChannelId_3,1
CustomerId_1435,3793.103448275862,5542.687011761068,110000.0,29,airtime,ChannelId_3,0
CustomerId_1436,2250.0,6601.767440112787,9000.0,4,airtime,ChannelId_2,1
CustomerId_1437,20000.0,,20000.0,1,financial_services,ChannelId_3,1
CustomerId_1438,4533.46875,8857.15637023158,145071.0,32,airtime,ChannelId_3,0
CustomerId_1439,500.0,,500.0,1,airtime,ChannelId_3,1
CustomerId_1440,110.0,837.4962686484042,440.0,4,airtime,ChannelId_2,0
CustomerId_1441,1000.0,,1000.0,1,financial_services,ChannelId_3,1
CustomerId_1442,4444.444444444444,6463.573143221772,40000.0,9,financial_services,ChannelId_3,0
CustomerId_1443,1000.0,0.0,2000.0,2,airtime,ChannelId_3,0
CustomerId_1444,500.0,,500.0,1,airtime,ChannelId_3,1
CustomerId_1445,500.0,,500.0,1,airtime,ChannelId_3,0
CustomerId_1447,1231.25,1847.186567265395,9850.0,8,airtime,ChannelId_3,1
CustomerId_1448,1166.6666666666667,577.3502691896257,3500.0,3,financial_services,ChannelId_3,0
